Key,Context,Example,Source,de,en-us,es,es-es,fr,id,it,ja,ko,pt,pt-br,ru,th-th,zh-cn,zh-tw,zh-cjv,pl,vi,tr,ar
,,,Not authorized to join this experience. ({COUNT:int}),"Du bist nicht befugt, dieser Experience beizutreten. ({COUNT:int})",Not authorized to join this experience. ({COUNT:int}),No tienes autorización para unirte a esta experiencia. ({COUNT:int}),No tienes autorización para unirte a esta experiencia. ({COUNT:int}),Non autorisé(e) à rejoindre cette expérience. ({COUNT:int}),Tidak terotorisasi untuk bergabung ke pengalaman virtual ini. ({COUNT:int}),Non hai l'autorizzazione a partecipare a questa esperienza. ({COUNT:int}),このバーチャル空間への参加が承認されていません。 ({COUNT:int}),체험 참여 권한이 없습니다. ({COUNT:int}),Você não tem autorização para entrar nesta experiência. ({COUNT:int}),Você não tem autorização para entrar nesta experiência. ({COUNT:int}),Нет доступа к этому плейсу. ({COUNT:int}),ไม่ได้รับอนุญาตให้เข้าร่วมประสบการณ์นี้ ({COUNT:int}),没有加入此体验的权限。（{COUNT:int}）,權限不足，無法加入此體驗。（{COUNT:int}）,没有加入此体验的权限。（{COUNT:int}）,Brak autoryzacji do dołączenia do tego projektu. ({COUNT:int}),Không có quyền tham gia trải nghiệm này. ({COUNT:int}),Bu deneyime katılma yetkin yok. ({COUNT:int}),غير مسموح لك بالانضمام إلى هذه التجربة. ({COUNT:int})
,,,Not authorized to join this experience. {RET:translate}...({COUNT:int}),"Du bist nicht befugt, dieser Experience beizutreten. {RET:translate}...({COUNT:int})",Not authorized to join this experience. {RET:translate}...({COUNT:int}),No tienes autorización para unirte a esta experiencia. {RET:translate}...({COUNT:int}),No tienes autorización para unirte a esta experiencia. {RET:translate}...({COUNT:int}),Non autorisé(e) à rejoindre cette expérience. {RET:translate}... ({COUNT:int}),Tidak terotorisasi untuk bergabung ke pengalaman virtual ini. {RET:translate}...({COUNT:int}),Non hai l'autorizzazione a partecipare a questa esperienza. {RET:translate}...({COUNT:int}),このバーチャル空間への参加が承認されていません。 {RET:translate}...({COUNT:int}),체험 참여 권한이 없습니다. {RET:translate}...({COUNT:int}),Você não tem autorização para entrar nesta experiência. {RET:translate}...({COUNT:int}),Você não tem autorização para entrar nesta experiência. {RET:translate}...({COUNT:int}),Нет доступа к этому плейсу. {RET:translate}...({COUNT:int}),ไม่ได้รับอนุญาตให้เข้าร่วมประสบการณ์นี้ {RET:translate}...({COUNT:int}),没有加入此体验的权限. {RET:translate}...（{COUNT:int}）,權限不足，無法加入此體驗。{RET:translate}……（{COUNT:int}）,没有加入此体验的权限. {RET:translate}...（{COUNT:int}）,Brak autoryzacji do dołączenia do tego projektu. {RET:translate}... ({COUNT:int}),Không có quyền tham gia trải nghiệm này. {RET:translate}...({COUNT:int}),Bu deneyime katılma yetkin yok. {RET:translate}...({COUNT:int}),غير مسموح لك بالانضمام إلى هذه التجربة. {RET:translate}...({COUNT:int})
,,,Notifications,Benachrichtigungen,Notifications,Notificaciones,Notificaciones,Notifications,Notifikasi,Notifiche,お知らせ,알림,Notificações,Notificações,Уведомления,การแจ้งเตือน,通知,通知,通知,Powiadomienia,Thông Báo,Bildirimler,الإشعارات
,,,OK,Okay,OK,Aceptar,Aceptar,Ok,OKE,OK,了解,확인,OK,OK,OK,ตกลง,好,確定,好,OK,OK,Tamam,حسنًا
,,,Off,Aus,Off,Desactivado,Desactivado,Arrêt,Mati,Disattivato,オフ,끄기,Desligado,Desligado,Выкл.,ปิด,关闭,關閉,关闭,Wył.,Tắt,Kapalı,معطل
,,,Audio,Audio,Audio,Audio,Audio,Audio,Audio,Audio,オーディオ,오디오,Áudio,Áudio,Аудио,เสียง,音频,音訊,音频,Dźwięk,Âm Thanh,Ses,صوت
,,,Offsite Links,Externe Links,Offsite Links,Enlaces externos,Enlaces externos,Liens hors site,Tautan Keluar dari 罗布乐思,Collegamenti ad altri siti,外部リンク,외부 링크,Links externos,Links externos,Внешние ссылки,ลิงก์ไปนอกแพลตฟอร์ม,离线链接,站外連結,离线链接,Linki spoza platformy,Liên Kết Đến Trang Web Khác,Site Dışı Bağlantılar,روابط خارج المنصّة
,,,Okay,Okay,Okay,Aceptar,Aceptar,D'accord,Oke,OK,了解,확인,Ok,Ok,ОК,ตกลง,好,好,好,OK,Đồng Ý,Tamam,حسنًا
,,,On,Ein,On,Activado,Activado,Marche,Nyala,Attivato,オン,켜기,Ligado,Ligado,Вкл.,เปิด,开启,開啟,开启,Wł.,Bật,Açık,مشغّل
,,,Open,Öffnen,Open,Abrir,Abrir,Ouvert(e),Buka,Apri,開く,열기,Abrir,Abrir,Открыть,เปิด,打开,開啟,打开,Otwórz,Mở,Aç,فتح
,,,Open Folder,Ordner öffnen,Open Folder,Abrir carpeta,Abrir carpeta,Ouvrir le dossier,Buka Folder,Apri cartella,フォルダを開く,폴더 열기,Abrir pasta,Abrir pasta,Открыть папку,เปิดโฟลเดอร์,打开文件夹,開啟資料夾,打开文件夹,Otwórz folder,Mở Thư Mục,Klasörü Aç,فتح المجلد
,,,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Club des bâtisseurs extraordinaires,Outrageous Builders Club,Turbo Builders Club,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Невероятный клуб создателей,Builders Club แบบ Outrageous,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Outrageous Builders Club,Uçuk Yaratıcılar Kulübü,Outrageous Builders Club
,,,Package,Paket,Package,Paquete,Paquete,Pack,Paket,Pacchetto,パッケージ,패키지,Pacote,Pacote,Набор,แพ็คเกจ,套装,套裝,套装,Pakiet,Gói,Paket,حزمة
,,,Pants,Hose,Pants,Pantalones,Pantalones,Pantalon,Celana,Pantaloni,  ズボン,바지,Calças,Calças,Штаны,กางเกงขายาว,裤子,褲子,裤子,Spodnie,Quần Dài,Pantolonlar,بنطلون
,,,Perf. Stats,Leistungsw.,Perf. Stats,Est. de rend.,Est. de rend.,Stats perf.,Status Performa,Stat. prest.,パフォーマンス解析,성능 통계,Estat. Des.,Estat. Des.,Показатели произв.,สถิติประสิทธิภาพ,表现统计,效能數據,表现统计,Stat. wydajności,Thống Kê Hiệu Suất,Perf. İstatistikleri,إحصاءات الأداء
,,,Performance Stats,Leistungswerte,Performance Stats,Estad. de rendimiento,Estad. de rendimiento,Stats de performance,Statistik Performa,Statistiche prestazioni,パフォーマンス解析,성능 통계,Estat. de desempenho,Estat. de desempenho,Показатели производительности,สถิติประสิทธิภาพ,表现统计,效能數據,表现统计,Statystyki wydajności,Thống Kê Hiệu Suất,Performans İstatistikleri,إحصاءات الأداء
,,,Automatic,Automatisch,Automatic,Automático,Automático,Automatique,Otomatis,Automatico,自動,자동,Automático,Automático,Автоматический,อัตโนมัติ,自动,自動,自动,Automatycznie,Tự Động,Otomatik,تلقائي
,,,Personal Question,Persönliche Frage,Personal Question,Pregunta personal,Pregunta personal,Question personnelle,Pertanyaan Pribadi,Domanda personale,プライベートな質問,개인 질문,Pergunta pessoal,Pergunta pessoal,Личный вопрос,คำถามเกี่ยวกับเรื่องส่วนตัว,私人问题,私人問題,私人问题,Pytanie osobiste,Câu Hỏi Cá Nhân,Kişisel Soru,سؤال شخصي
,,,Phys,Phys.,Phys,Fís.,Fís.,Phys.,Fis,Fisico,物理,물리,Fís.,Fís.,Физ.,ฟิสิกส์,物理,物理,物理,Fiz.,Vật Lý,Fzk.,فيزياء
,,,Physics,Physik,Physics,Física,Física,Physique,Fisika,Fisica,物理,물리,Física,Física,Физика,ฟิสิกส์,物理,物理,物理,Fizyczne,Vật Lý,Fizik,فيزياء
,,,Place,Ort,Place,Lugar,Lugar,Emplacement,Tempat,Località,プレース,플레이스,Local,Local,Место,สถานที่,地点,空間,地点,Miejsce,Địa Điểm,Dünya,مكان
,,,Person,Person,Person,Persona,Persona,Personne,Pengguna,Persona,人,회원,Pessoa,Pessoa,Человек,ผู้ใช้,用户,使用者,用户,Osoba,Người,Kişi,شخص
,,,Leaderboard,Bestenliste,Leaderboard,Clasificación,Clasificación,Tableau des scores,Papan Peringkat,Classifica,スコアボード,리더보드,Classificação,Classificação,Список лидеров,ตารางอันดับ,排行榜,排行榜,排行榜,Ranking,Bảng Xếp Hạng,Liderlik Tablosu,المشاركون
,,,People,Personen,People,Personas,Personas,Participants,Pengguna,Persone,人,회원,Pessoas,Pessoas,Люди,ผู้ใช้,用户,帳號,用户,Osoby,Mọi Người,Kişiler,الأشخاص
,,,Plugin,Plug-in,Plugin,Plugin,Plugin,Plugin,Plugin,Plug-in,プラグイン,플러그인,Plugin,Plugin,Расширение,ปลั๊กอิน,插件,外掛程式,插件,Dodatek plug-in,Plugin,Eklenti,مكوَّن إضافي
,,,Point Awarded,Punkt verliehen,Point Awarded,Punto concedido,Punto concedido,Point accordé,Poin Dihadiahkan,Punto attribuito,ポイント授与,획득한 포인트,Ponto concedido,Ponto concedido,Получено очко,ได้รับคะแนน,已获得点数,已獲點數,已获得点数,Otrzymujesz punkt,Điểm Thưởng,Ödüllendirilen Puan,تم منحك نقطة
,,,Points Awarded,Punkte verliehen,Points Awarded,Puntos concedidos,Puntos concedidos,Points accordés,Poin Dihadiahkan,Punti attribuiti,ポイント授与,획득한 포인트,Pontos concedidos,Pontos concedidos,Получены очки,ได้รับคะแนน,已获得点数,已獲點數,已获得点数,Otrzymujesz punkty,Điểm Thưởng,Ödüllendirilen Puan,تم منحك نقاط
,,,Avatar,Avatar,Avatar,Avatar,Avatar,Avatar,Avatar,Avatar,アバター,아바타,Avatar,Avatar,Аватар,อวาตาร์,虚拟形象,虛擬人偶,虚拟形象,Awatar,Avatar,Avatar,أفاتار
,,,Print Screen,Drucktaste,Print Screen,Imprimir pantalla,Imprimir pantalla,Impression écran,Ambil Tangkapan Layar,STAMP,画面プリント,화면 캡쳐,Captura de tela,Captura de tela,Печать экрана,จับภาพหน้าจอ,屏幕截图,截圖,屏幕截图,Zrzut ekranu,In Màn Hình,Print Screen Tuşu,طباعة الشاشة
,,,"Protocol mismatch, please reconnect",Protokoll-Diskrepanz. Bitte erneut verbinden.,"Protocol mismatch, please reconnect",Incompatibilidad del protocolo. Conéctate de nuevo.,Incompatibilidad del protocolo. Conéctate de nuevo.,"Le protocole ne correspond pas, veuillez vous reconnecter.",Protokol tidak cocok. Hubungkan kembali.,Mancata corrispondenza del protocollo; è necessario riconnettersi,プロトコルの不一致です。再接続してください,프로토콜이 일치하지 않아요. 다시 연결하세요.,"Incompatibilidade do protocolo, conecte-se novamente","Incompatibilidade do protocolo, conecte-se novamente",Несовпадение протокола. Установи соединение повторно.,โปรโตคอลไม่ตรงกัน โปรดเชื่อมต่ออีกครั้ง,协议不匹配，请重新连接,通訊協定不符，請重新連線,协议不匹配，请重新连接,"Niezgodność protokołu, połącz ponownie","Giao thức không khớp, vui lòng kết nối lại","Protokol uyuşmazlığı, lütfen yeniden bağlan",عدم تطابق البروتوكول، الرجاء إعادة الاتصال
,,,Purchasing,Wird gekauft ...,Purchasing,Compras,Compras,Achat,Membeli,Acquisto,購入中,구매 중,Comprando,Comprando,Покупка,การซื้อ,正在购买,正在購買,正在购买,Kupowanie,Đang Mua,Satın alınıyor,شراء
,,,ROBLOX version is out of date. Please uninstall and try again.,Die ROBLOX-Version ist nicht aktuell. Bitte deinstallieren und erneut versuchen.,ROBLOX version is out of date. Please uninstall and try again.,"Esta versión de ROBLOX es obsoleta. Por favor, desinstálala y vuelve a intentarlo.","Esta versión de ROBLOX es obsoleta. Por favor, desinstálala y vuelve a intentarlo.",Cette version de ROBLOX est obsolète. Veuillez désinstaller et réessayer.,Versi ROBLOX sudah kedaluwarsa. Uninstall 罗布乐思 lalu coba lagi.,Versione di ROBLOX obsoleta. Disinstalla e riprova.,古いバージョンのROBLOXです。アンインストールしてリトライしてください。,ROBLOX 버전이 오래되었습니다. 프로그램 제거 후 다시 시도하세요.,Sua versão do ROBLOX não está atualizada. Desinstale e tente novamente.,Sua versão do ROBLOX não está atualizada. Desinstale e tente novamente.,Эта версия ROBLOX устарела. Удали приложение и повтори попытку.,เวอร์ชันของ 罗布乐思 ไม่เป็นปัจจุบัน โปรดถอนการติดตั้งแล้วลองอีกครั้ง,罗布乐思 版本已过期。请解除安装并重试。,ROBLOX 版本過時，請重新安裝 ROBLOX。,罗布乐思版本已过期。请解除安装并重试。,Nieaktualna wersja platformy ROBLOX. Odinstaluj i spróbuj ponownie.,Phiên bản ROBLOX đã lỗi thời. Vui lòng gỡ cài đặt và thử lại.,ROBLOX sürümü güncel değil. Lütfen yüklemeyi kaldırıp tekrar dene.,إصدار ROBLOX قديم. الرجاء إلغاء التثبيت والمحاولة مرة أخرى.
,,,Record,Aufnehmen,Record,Grabar,Grabar,Enregistrer,Rekam,Registra,録画,녹화,Gravar,Gravar,Запись,บันทึก,录制,錄影,录制,Nagraj,Ghi,Kaydet,تسجيل
,,,Record Video,Video aufnehmen,Record Video,Grabar vídeo,Grabar vídeo,Enregistrer vidéo,Rekam Video,Registra video,ビデオ録画,동영상 녹화,Gravar vídeo,Gravar vídeo,Запись видео,บันทึกวิดีโอ,录制视频,錄影,录制视频,Nagraj film,Quay Video,Video Kaydet,تسجيل فيديو
,,,Recv,Empfangen,Recv,Recib.,Recib.,Reçu,Diterima,Ricev.,受信,받음,Receb.,Receb.,Получ.,ได้รับแล้ว,收到,收到,收到,Odebr.,Đã Nhận,Alındı,تسجيل فيديو
,,,Remove From Hotbar,Schnellzugriff entfernen,Remove From Hotbar,Eliminar de la barra de acceso rápido,Eliminar de la barra de acceso rápido,Retirer de la barre de raccourcis,Dihapus dari Hotbar,Togli da barra scelta rap.,ホットバーから削除,핫바 창에서 제거,Remover da barra,Remover da barra,Удалить из панели быстрого доступа,เอาออกจากแถบงานด่วน,从快捷栏删除,從快捷列移除,从快捷栏删除,Usuń z paska narzędzi,Loại Bỏ Khỏi Hotbar,Hızlı Erişim Çubuğundan Kaldır,إزالة من Hotbar
,,,Report,Melden,Report,Denunciar,Denunciar,Signaler,Laporkan,Segnala,規約違反を報告,신고,Denunciar,Denunciar,Сообщить,รายงาน,举报,檢舉,举报,Zgłoś,Báo Cáo,Bildir,إبلاغ
,,,Report Abuse,Verstoß melden,Report Abuse,Denunciar abuso,Denunciar abuso,Signaler infraction,Laporkan Penyalahgunaan,Segnala abuso,規約違反を報告,신고하기,Denunciar abuso,Denunciar abuso,Сообщить о нарушении,รายงานการกระทำผิด,举报滥用,檢舉濫用,举报滥用,Zgłoś naruszenie,Báo Cáo Vi Phạm,Kötüye Kullanım Bildir,الإبلاغ عن إساءة
,,,Back Accessory,Rückseiten-Accessoire,Back Accessory,Accesorio trasero,Accesorio trasero,Accessoire arrière,Aksesori Belakang,Accessorio posteriore,背面アクセサリ,후면 장신구,Acessório das costas,Acessório das costas,Задний аксессуар,ไอเท็มเสริมด้านหลัง,背面配饰,背面飾品,背面配饰,Akcesorium – tył,Phụ Kiện Lưng,Arka Taraf Aksesuarı,إكسسوار للظهر
,,,Request Sent,Anfrage gesendet,Request Sent,Solicitud enviada,Solicitud enviada,Demande envoyée,Permintaan Terkirim,Richiesta inviata,リクエストを送信しました,요청 보냄,Pedido enviado,Pedido enviado,Запрос отправлен,ส่งคำขอแล้ว,请求已发送,請求已送出,请求已发送,Wysłano prośbę,Yêu cầu đã gửi,İstek Gönderildi,تم إرسال الطلب
